iter	Passed	Remaining
2673	41582	113922
2674	41597	113907
2675	41613	113893
2676	41629	113878
2677	41645	113864
2678	41664	113856
2679	41679	113839
2680	41693	113822
2681	41708	113803
2682	41725	113792
2683	41739	113773
2684	41755	113759
2685	41771	113743
2686	41785	113725
2687	41800	113708
2688	41816	113692
2689	41831	113675
2690	41845	113657
2691	41862	113643
2692	41876	113625
2693	41891	113607
2694	41906	113589
2695	41922	113576
2696	41937	113559
2697	41952	113541
2698	41965	113518
2699	41980	113502
2700	41994	113482
2701	42012	113475
2702	42025	113450
2703	42038	113428
2704	42052	113410
2705	42068	113396
2706	42083	113378
2707	42099	113363
2708	42115	113348
2709	42129	113328
2710	42145	113316
2711	42160	113299
2712	42175	113281
2713	42190	113265
2714	42203	113241
2715	42218	113224
2716	42232	113206
2717	42247	113187
2718	42262	113170
2719	42276	113151
2720	42292	113138
2721	42307	113119
2722	42321	113100
2723	42335	113080
2724	42348	113059
2725	42365	113047
2726	42387	113049
2727	42400	113026
2728	42414	113006
2729	42427	112983
2730	42443	112969
2731	42456	112947
2732	42471	112931
2733	42485	112912
2734	42501	112896
2735	42515	112877
2736	42531	112863
2737	42550	112856
2738	42564	112836
2739	42582	112828
2740	42594	112804
2741	42610	112789
2742	42625	112771
2743	42638	112749
2744	42660	112751
2745	42674	112731
2746	42692	112721
2747	42706	112702
2748	42721	112684
2749	42736	112669
2750	42749	112645
2751	42762	112624
2752	42776	112605
2753	42792	112591
2754	42807	112574
2755	42822	112557
2756	42838	112542
2757	42853	112525
2758	42866	112503
2759	42881	112485
2760	42896	112469
2761	42911	112452
2762	42926	112435
2763	42941	112417
2764	42956	112401
2765	42972	112387
2766	42989	112376
2767	43001	112350
2768	43016	112334
2769	43032	112319
2770	43047	112303
2771	43063	112288
2772	43078	112272
2773	43094	112256
2774	43111	112245
2775	43129	112237
2776	43147	112226
2777	43163	112212
2778	43178	112196
2779	43193	112178
2780	43207	112159
2781	43223	112144
2782	43235	112119
2783	43249	112101
2784	43264	112083
2785	43279	112066
2786	43293	112047
2787	43309	112034
2788	43326	112021
2789	43340	112002
2790	43354	111982
2791	43371	111969
2792	43385	111952
2793	43400	111935
2794	43415	111918
2795	43430	111900
2796	43445	111882
2797	43461	111870
2798	43475	111850
2799	43489	111830
2800	43506	111818
2801	43523	111807
2802	43544	111806
2803	43560	111790
2804	43574	111771
2805	43589	111754
2806	43602	111732
2807	43615	111709
2808	43630	111693
2809	43644	111673
2810	43660	111658
2811	43677	111647
2812	43692	111631
2813	43708	111616
2814	43723	111599
2815	43737	111579
2816	43751	111561
2817	43767	111546
2818	43781	111527
2819	43795	111506
2820	43809	111487
2821	43823	111468
2822	43837	111449
2823	43852	111433
2824	43869	111421
2825	43884	111403
2826	43899	111387
2827	43913	111367
2828	43929	111354
2829	43941	111329
2830	43958	111317
2831	43974	111302
2832	43989	111285
2833	44006	111273
2834	44022	111260
2835	44037	111243
2836	44052	111224
2837	44065	111202
2838	44082	111191
2839	44095	111170
2840	44110	111152
2841	44125	111135
2842	44141	111122
2843	44155	111102
2844	44170	111085
2845	44183	111064
2846	44199	111050
2847	44216	111039
2848	44233	111026
2849	44249	111010
2850	44261	110987
2851	44274	110966
2852	44291	110953
2853	44309	110944
2854	44324	110928
2855	44340	110913
2856	44356	110899
2857	44369	110878
2858	44386	110866
2859	44400	110846
2860	44416	110832
2861	44432	110816
2862	44444	110794
2863	44461	110780
2864	44514	110858
2865	44525	110831
2866	44538	110810
2867	44548	110782
2868	44561	110759
2869	44575	110738
2870	44592	110727
2871	44607	110710
2872	44620	110689
2873	44638	110679
2874	44653	110663
2875	44671	110653
2876	44686	110636
2877	44704	110626
2878	44717	110606
2879	44732	110587
2880	44745	110566
2881	44759	110547
2882	44776	110536
2883	44791	110519
2884	44807	110505
2885	44824	110493
2886	44840	110479
2887	44857	110465
2888	44873	110450
2889	44886	110431
2890	44905	110422
2891	44920	110405
2892	44935	110389
2893	44950	110372
2894	44964	110353
2895	44981	110340
2896	44998	110328
2897	45011	110307
2898	45027	110292
2899	45041	110274
2900	45053	110250
2901	45082	110267
2902	45095	110246
2903	45113	110236
2904	45127	110216
2905	45143	110203
2906	45160	110191
2907	45176	110176
2908	45191	110157
2909	45205	110138
2910	45220	110124
2911	45234	110103
2912	45248	110084
2913	45261	110063
2914	45276	110044
2915	45287	110020
2916	45302	110003
2917	45318	109989
2918	45333	109971
2919	45349	109956
2920	45364	109939
2921	45379	109923
2922	45394	109907
2923	45411	109894
2924	45425	109876
2925	45440	109857
2926	45453	109835
2927	45470	109823
2928	45484	109805
2929	45499	109788
2930	45511	109764
2931	45533	109764
2932	45546	109744
2933	45559	109720
2934	45572	109700
2935	45587	109684
2936	45603	109669
2937	45618	109653
2938	45635	109640
2939	45650	109622
2940	45664	109604
2941	45680	109589
2942	45694	109569
2943	45710	109555
2944	45725	109538
2945	45739	109519
2946	45755	109505
2947	45768	109484
2948	45787	109477
2949	45801	109458
2950	45816	109441
2951	45834	109431
2952	45848	109412
2953	45865	109400
2954	45880	109384
2955	45894	109364
2956	45909	109347
2957	45924	109330
2958	45938	109311
2959	45956	109301
2960	45971	109285
2961	45984	109263
2962	45999	109247
2963	46013	109228
2964	46029	109214
2965	46043	109194
2966	46057	109175
2967	46073	109160
2968	46088	109143
2969	46100	109118
2970	46114	109101
2971	46130	109085
2972	46143	109064
2973	46159	109049
2974	46172	109029
2975	46187	109012
2976	46203	108996
2977	46218	108980
2978	46235	108969
2979	46251	108953
2980	46267	108940
2981	46284	108927
2982	46298	108910
2983	46314	108895
2984	46330	108880
2985	46344	108861
2986	46356	108838
2987	46370	108817
2988	46384	108798
2989	46400	108784
2990	46415	108767
2991	46429	108749
2992	46445	108734
2993	46459	108716
2994	46474	108698
2995	46490	108685
2996	46505	108668
2997	46522	108656
2998	46535	108635
2999	46551	108620
3000	46566	108603
3001	46580	108583
3002	46596	108569
3003	46612	108556
3004	46627	108538
3005	46643	108523
3006	46657	108505
3007	46674	108493
3008	46688	108475
3009	46703	108457
3010	46718	108440
3011	46734	108425
3012	46748	108408
3013	46762	108389
3014	46777	108371
3015	46792	108354
3016	46803	108328
3017	46814	108304
3018	46829	108286
3019	46845	108273
3020	46861	108256
3021	46877	108242
3022	46891	108224
3023	46908	108211
3024	46923	108194
3025	46939	108179
3026	46954	108164
3027	46970	108151
3028	46983	108128
3029	46996	108106
3030	47009	108087
3031	47028	108078
3032	47045	108065
3033	47062	108055
3034	47077	108038
3035	47092	108021
3036	47106	108002
3037	47122	107988
3038	47136	107969
3039	47149	107948
3040	47166	107934
3041	47179	107914
3042	47193	107896
3043	47209	107879
3044	47222	107859
3045	47239	107847
3046	47252	107827
3047	47266	107806
3048	47280	107789
3049	47296	107774
3050	47309	107752
3051	47322	107732
3052	47337	107715
3053	47351	107695
3054	47365	107676
3055	47381	107661
3056	47396	107645
3057	47411	107629
3058	47427	107614
3059	47441	107596
3060	47457	107581
3061	47472	107565
3062	47488	107550
3063	47502	107532
3064	47519	107519
3065	47533	107500
3066	47547	107481
3067	47561	107464
3068	47578	107450
3069	47593	107435
3070	47607	107415
3071	47624	107403
3072	47640	107388
3073	47655	107371
3074	47670	107356
3075	47685	107339
3076	47701	107323
3077	47715	107305
3078	47729	107287
3079	47743	107268
3080	47756	107247
3081	47771	107230
3082	47784	107208
3083	47800	107195
3084	47815	107178
3085	47830	107162
3086	47844	107143
3087	47858	107124
3088	47873	107106
3089	47886	107086
3090	47901	107068
3091	47915	107050
3092	47931	107035
3093	47945	107017
3094	47957	106994
3095	47972	106977
3096	47986	106958
3097	48000	106939
3098	48015	106922
3099	48032	106911
3100	48049	106898
3101	48065	106884
3102	48080	106867
3103	48094	106849
3104	48110	106834
3105	48126	106819
3106	48140	106802
3107	48156	106788
3108	48168	106763
3109	48183	106746
3110	48200	106734
3111	48216	106721
3112	48232	106705
3113	48248	106693
3114	48264	106677
3115	48279	106661
3116	48293	106642
3117	48309	106627
3118	48322	106607
3119	48338	106592
3120	48351	106571
3121	48367	106556
3122	48383	106543
3123	48398	106526
3124	48415	106513
3125	48428	106493
3126	48443	106476
3127	48457	106457
3128	48471	106439
3129	48485	106420
3130	48500	106403
3131	48521	106400
3132	48536	106383
3133	48551	106367
3134	48566	106349
3135	48581	106334
3136	48596	106317
3137	48609	106296
3138	48624	106279
3139	48640	106264
3140	48656	106250
3141	48671	106234
3142	48688	106222
3143	48702	106204
3144	48717	106187
3145	48734	106174
3146	48751	106162
3147	48764	106141
3148	48780	106127
3149	48795	106111
3150	48811	106096
3151	48828	106084
3152	48842	106066
3153	48857	106048
3154	48872	106032
3155	48886	106013
3156	48901	105996
3157	48914	105975
3158	48929	105958
3159	48945	105945
3160	48961	105930
3161	48974	105910
3162	48989	105894
3163	49006	105881
3164	49019	105860
3165	49033	105842
3166	49047	105823
3167	49061	105804
3168	49079	105793
3169	49095	105780
3170	49111	105765
3171	49126	105748
3172	49143	105736
3173	49158	105720
3174	49173	105703
3175	49187	105685
3176	49204	105673
3177	49217	105651
3178	49233	105638
3179	49249	105622
3180	49265	105608
3181	49281	105594
3182	49294	105574
3183	49307	105552
3184	49319	105530
3185	49333	105510
3186	49347	105493
3187	49366	105484
3188	49379	105463
3189	49394	105446
3190	49409	105431
3191	49426	105418
3192	49439	105398
3193	49455	105382
3194	49468	105363
3195	49483	105345
3196	49505	105343
3197	49520	105327
3198	49534	105308
3199	49551	105296
3200	49566	105281
3201	49581	105263
3202	49598	105251
3203	49614	105236
3204	49630	105221
3205	49645	105207
3206	49662	105194
3207	49677	105177
3208	49692	105160
3209	49706	105143
3210	49724	105132
3211	49737	105111
3212	49751	105092
3213	49766	105076
3214	49783	105064
3215	49798	105047
3216	49817	105039
3217	49833	105024
3218	49849	105009
3219	49863	104992
3220	49877	104974
3221	49892	104957
3222	49908	104942
3223	49922	104924
3224	49938	104910
3225	49954	104894
3226	49970	104879
3227	49982	104858
3228	49996	104838
3229	50011	104822
3230	50025	104803
3231	50041	104790
3232	50056	104773
3233	50070	104755
3234	50088	104744
3235	50104	104729
3236	50121	104718
3237	50137	104703
3238	50153	104688
3239	50168	104671
3240	50184	104657
3241	50198	104638
3242	50213	104622
3243	50228	104605
3244	50241	104585
3245	50256	104568
3246	50270	104550
3247	50287	104537
3248	50303	104524
3249	50319	104509
3250	50331	104487
3251	50345	104468
3252	50361	104453
3253	50376	104438
3254	50391	104420
3255	50408	104408
3256	50425	104397
3257	50439	104378
3258	50457	104367
3259	50473	104352
3260	50486	104332
3261	50513	104340
3262	50528	104323
3263	50544	104310
3264	50559	104292
3265	50573	104273
3266	50588	104258
3267	50600	104236
3268	50615	104219
3269	50630	104202
3270	50647	104190
3271	50663	104175
3272	50676	104156
3273	50692	104140
3274	50706	104122
3275	50723	104111
3276	50739	104096
3277	50755	104081
3278	50769	104063
3279	50785	104047
3280	50800	104031
3281	50816	104017
3282	50830	103997
3283	50847	103987
3284	50861	103967
3285	50875	103949
3286	50892	103937
3287	50907	103920
3288	50923	103905
3289	50938	103889
3290	50953	103872
3291	50969	103858
3292	50983	103839
3293	50999	103826
3294	51015	103810
3295	51030	103796
3296	51047	103783
3297	51065	103771
3298	51081	103756
3299	51096	103742
3300	51111	103724
3301	51125	103707
3302	51143	103696
3303	51158	103679
3304	51173	103662
3305	51190	103650
3306	51206	103636
3307	51219	103616
3308	51235	103601
3309	51247	103578
3310	51266	103570
3311	51284	103559
3312	51298	103540
3313	51313	103525
3314	51329	103510
3315	51344	103494
3316	51358	103476
3317	51373	103459
3318	51385	103437
3319	51400	103419
3320	51416	103405
3321	51431	103389
3322	51448	103376
3323	51462	103358
3324	51480	103347
3325	51501	103342
3326	51519	103332
3327	51534	103316
3328	51554	103310
3329	51570	103295
3330	51586	103280
3331	51604	103271
3332	51620	103256
3333	51635	103240
3334	51650	103223
3335	51665	103207
3336	51679	103188
3337	51694	103171
3338	51710	103157
3339	51723	103138
3340	51738	103120
3341	51752	103101
3342	51767	103086
3343	51782	103070
3344	51798	103054
3345	51810	103033
3346	51825	103015
3347	51837	102993
3348	51851	102975
3349	51865	102956
3350	51876	102933
3351	51891	102915
3352	51908	102903
3353	51923	102886
3354	51937	102868
3355	51953	102853
3356	51968	102838
3357	51982	102819
3358	51993	102794
3359	52007	102776
3360	52022	102759
3361	52037	102743
3362	52051	102724
3363	52066	102709
3364	52083	102695
3365	52099	102682
3366	52112	102662
3367	52129	102649
3368	52144	102633
3369	52159	102617
3370	52174	102599
3371	52189	102583
3372	52204	102566
3373	52222	102557
3374	52238	102541
3375	52252	102523
3376	52266	102506
3377	52284	102494
3378	52295	102470
3379	52309	102452
3380	52328	102443
3381	52343	102428
3382	52359	102412
3383	52375	102397
3384	52389	102379
3385	52402	102360
3386	52418	102345
3387	52432	102327
3388	52448	102313
3389	52463	102295
3390	52486	102295
3391	52502	102281
3392	52518	102266
3393	52533	102250
3394	52548	102233
3395	52564	102218
3396	52577	102198
3397	52594	102185
3398	52605	102161
3399	52621	102148
3400	52636	102131
3401	52649	102109
3402	52660	102087
3403	52677	102075
3404	52693	102059
3405	52707	102042
3406	52721	102023
3407	52737	102008
3408	52752	101992
3409	52764	101970
3410	52781	101956
3411	52797	101942
3412	52810	101923
3413	52828	101912
3414	52842	101894
3415	52858	101880
3416	52874	101864
3417	52891	101852
3418	52906	101836
3419	52923	101823
3420	52939	101808
3421	52952	101788
3422	52967	101772
3423	52981	101754
3424	52999	101744
3425	53011	101722
3426	53027	101706
3427	53043	101691
3428	53057	101674
3429	53072	101658
3430	53088	101644
3431	53104	101629
3432	53120	101613
3433	53133	101593
3434	53145	101572
3435	53160	101554
3436	53173	101536
3437	53187	101517
3438	53203	101503
3439	53220	101489
3440	53232	101467
3441	53248	101453
3442	53263	101436
3443	53278	101421
3444	53293	101405
3445	53308	101388
3446	53326	101376
3447	53341	101362
3448	53360	101352
3449	53374	101334
3450	53390	101320
3451	53407	101307
3452	53421	101289
3453	53439	101277
3454	53453	101259
3455	53471	101249
3456	53489	101239
3457	53506	101226
3458	53524	101214
3459	53537	101194
3460	53550	101174
3461	53565	101158
3462	53578	101138
3463	53595	101126
3464	53609	101107
3465	53624	101090
3466	53642	101080
3467	53657	101065
3468	53674	101051
3469	53690	101036
3470	53705	101021
3471	53720	101004
3472	53736	100989
3473	53753	100978
3474	53770	100964
3475	53786	100950
3476	53802	100936
3477	53814	100913
3478	53830	100899
3479	53842	100877
3480	53857	100861
3481	53874	100847
3482	53890	100832
3483	53904	100815
3484	53918	100797
3485	53933	100781
3486	53947	100763
3487	53961	100745
3488	53979	100733
3489	53995	100719
3490	54006	100695
3491	54021	100679
3492	54035	100661
3493	54050	100644
3494	54065	100628
3495	54080	100612
3496	54092	100590
3497	54107	100573
3498	54122	100557
3499	54137	100541
3500	54153	100526
3501	54168	100510
3502	54183	100494
3503	54195	100472
3504	54211	100458
3505	54228	100445
3506	54246	100433
3507	54261	100417
3508	54276	100401
3509	54293	100389
3510	54311	100378
3511	54325	100360
3512	54340	100342
3513	54353	100323
3514	54368	100306
3515	54383	100290
3516	54397	100272
3517	54411	100254
3518	54431	100247
3519	54449	100237
3520	54465	100222
3521	54483	100210
3522	54498	100195
3523	54515	100181
3524	54530	100166
3525	54546	100151
3526	54562	100136
3527	54579	100124
3528	54592	100104
3529	54605	100083
3530	54618	100064
3531	54634	100049
3532	54649	100034
3533	54667	100022
3534	54683	100007
3535	54696	99988
3536	54712	99973
3537	54729	99960
3538	54745	99946
3539	54759	99929
3540	54773	99910
3541	54787	99892
3542	54801	99873
3543	54816	99857
3544	54831	99840
3545	54846	99824
3546	54860	99807
3547	54876	99793
3548	54893	99779
3549	54908	99763
3550	54924	99748
3551	54939	99731
3552	54952	99713
3553	54969	99699
3554	54984	99683
3555	54998	99665
3556	55016	99654
3557	55029	99633
3558	55046	99621
3559	55059	99601
3560	55071	99580
3561	55086	99564
3562	55101	99547
3563	55117	99533
3564	55133	99517
3565	55147	99500
3566	55164	99487
3567	55178	99470
3568	55192	99451
3569	55208	99436
3570	55225	99423
3571	55242	99411
3572	55255	99392
3573	55271	99376
3574	55286	99361
3575	55300	99343
3576	55313	99323
3577	55326	99303
3578	55343	99290
3579	55357	99272
3580	55369	99251
3581	55383	99233
3582	55398	99215
3583	55414	99201
3584	55429	99186
3585	55444	99168
3586	55467	99167
3587	55484	99154
3588	55497	99134
3589	55509	99113
3590	55522	99093
3591	55537	99076
3592	55551	99059
3593	55569	99048
3594	55585	99032
3595	55598	99013
3596	55612	98995
3597	55626	98977
3598	55641	98961
3599	55654	98941
3600	55666	98920
3601	55681	98902
3602	55694	98884
3603	55710	98868
3604	55725	98853
3605	55741	98838
3606	55758	98825
3607	55775	98812
3608	55791	98798
3609	55807	98783
3610	55825	98772
3611	55838	98754
3612	55857	98743
3613	55871	98726
3614	55886	98709
3615	55903	98696
3616	55918	98680
3617	55932	98661
3618	55946	98644
3619	55961	98627
3620	55976	98611
3621	55993	98598
3622	56007	98581
3623	56022	98564
3624	56035	98545
3625	56050	98528
3626	56064	98510
3627	56080	98496
3628	56095	98479
3629	56111	98464
3630	56126	98448
3631	56141	98432
3632	56159	98421
3633	56176	98409
3634	56192	98395
3635	56208	98380
3636	56227	98370
3637	56241	98353
3638	56256	98336
3639	56273	98323
3640	56288	98307
3641	56303	98290
3642	56317	98272
3643	56332	98256
3644	56344	98236
3645	56358	98218
3646	56371	98198
3647	56386	98181
3648	56402	98166
3649	56416	98149
3650	56432	98134
3651	56447	98119
3652	56465	98107
3653	56479	98088
3654	56494	98072
3655	56509	98056
3656	56521	98036
3657	56535	98017
3658	56549	97999
3659	56564	97983
3660	56578	97965
3661	56592	97946
3662	56606	97929
3663	56621	97914
3664	56638	97899
3665	56656	97889
3666	56671	97873
3667	56688	97859
3668	56702	97842
3669	56714	97821
3670	56728	97803
3671	56742	97785
3672	56758	97769
3673	56772	97753
3674	56787	97736
3675	56801	97718
3676	56816	97702
3677	56832	97687
3678	56846	97670
3679	56862	97656
3680	56879	97642
3681	56893	97624
3682	56906	97605
3683	56920	97586
3684	56933	97567
3685	56947	97549
3686	56962	97533
3687	56979	97520
3688	56995	97506
3689	57007	97485
3690	57023	97469
3691	57037	97452
3692	57053	97437
3693	57071	97425
3694	57087	97411
3695	57101	97393
3696	57116	97378
3697	57131	97361
3698	57145	97344
3699	57165	97335
3700	57180	97318
3701	57193	97300
3702	57210	97287
3703	57225	97270
3704	57244	97261
3705	57258	97242
3706	57273	97226
3707	57286	97207
3708	57301	97192
3709	57317	97176
3710	57331	97159
3711	57346	97142
3712	57361	97126
3713	57378	97114
3714	57395	97101
3715	57411	97087
3716	57427	97071
3717	57447	97064
3718	57457	97039
3719	57472	97023
3720	57485	97004
3721	57500	96988
3722	57515	96972
3723	57530	96955
3724	57545	96938
3725	57560	96922
3726	57575	96907
3727	57590	96890
3728	57606	96876
3729	57621	96860
3730	57635	96842
3731	57648	96821
3732	57661	96803
3733	57676	96787
3734	57688	96765
3735	57702	96746
3736	57713	96724
3737	57729	96709
3738	57741	96688
3739	57754	96669
3740	57772	96658
3741	57788	96644
3742	57805	96630
3743	57819	96613
3744	57835	96598
3745	57851	96583
3746	57863	96563
3747	57879	96547
3748	57893	96530
3749	57908	96513
3750	57923	96498
3751	57937	96480
3752	57954	96467
3753	57967	96448
3754	57984	96434
3755	58000	96420
3756	58016	96405
3757	58029	96387
3758	58043	96369
3759	58059	96354
3760	58074	96338
3761	58090	96322
3762	58106	96308
3763	58121	96292
3764	58136	96276
3765	58150	96258
3766	58166	96243
3767	58179	96224
3768	58193	96207
3769	58207	96189
3770	58224	96176
3771	58237	96157
3772	58256	96147
3773	58271	96131
3774	58287	96116
3775	58301	96099
3776	58316	96083
3777	58330	96064
3778	58342	96042
3779	58356	96026
3780	58371	96010
3781	58386	95993
3782	58400	95976
3783	58415	95959
3784	58430	95943
3785	58449	95933
3786	58468	95924
3787	58483	95908
3788	58498	95892
3789	58512	95873
3790	58526	95855
3791	58544	95845
3792	58559	95829
3793	58576	95815
3794	58590	95797
3795	58605	95782
3796	58620	95765
3797	58635	95750
3798	58649	95732
3799	58666	95718
3800	58680	95701
3801	58696	95687
3802	58714	95676
3803	58730	95661
3804	58746	95646
3805	58762	95631
3806	58779	95619
3807	58795	95604
3808	58812	95591
3809	58826	95572
3810	58843	95561
3811	58860	95547
3812	58874	95529
3813	58889	95514
3814	58904	95498
3815	58920	95483
3816	58937	95471
3817	58953	95456
3818	58968	95439
3819	58980	95418
3820	58994	95400
3821	59011	95387
3822	59023	95366
3823	59037	95349
3824	59050	95330
3825	59066	95314
3826	59081	95299
3827	59097	95284
3828	59114	95271
3829	59130	95257
3830	59146	95242
3831	59161	95226
3832	59177	95211
3833	59193	95197
3834	59205	95176
3835	59220	95160
3836	59235	95143
3837	59249	95127
3838	59265	95111
3839	59279	95094
3840	59293	95076
3841	59307	95058
3842	59323	95043
3843	59337	95026
3844	59351	95008
3845	59365	94991
3846	59380	94974
3847	59394	94957
3848	59412	94945
3849	59426	94928
3850	59446	94920
3851	59462	94905
3852	59481	94895
3853	59495	94878
3854	59508	94858
3855	59523	94842
3856	59538	94825
3857	59553	94810
3858	59570	94797
3859	59587	94783
3860	59604	94770
3861	59620	94756
3862	59635	94740
3863	59652	94727
3864	59666	94710
3865	59682	94695
3866	59696	94677
3867	59711	94661
3868	59724	94642
3869	59740	94628
3870	59754	94609
3871	59769	94594
3872	59787	94581
3873	59801	94564
3874	59814	94544
3875	59829	94530
3876	59844	94512
3877	59860	94499
3878	59875	94482
3879	59889	94465
3880	59904	94449
3881	59920	94434
3882	59933	94414
3883	59947	94397
3884	59963	94381
3885	59979	94368
3886	59994	94352
3887	60009	94336
3888	60024	94320
3889	60039	94303
3890	60054	94288
3891	60071	94275
3892	60087	94259
3893	60101	94242
3894	60116	94225
3895	60132	94211
3896	60146	94194
3897	60161	94177
3898	60177	94162
3899	60193	94148
3900	60208	94132
3901	60223	94116
3902	60237	94098
3903	60252	94082
3904	60272	94074
3905	60285	94055
3906	60300	94039
3907	60318	94027
3908	60333	94011
3909	60348	93995
3910	60364	93980
3911	60379	93964
3912	60394	93948
3913	60409	93932
3914	60423	93915
3915	60441	93903
3916	60456	93887
3917	60473	93874
3918	60489	93859
3919	60503	93842
3920	60521	93830
3921	60539	93819
3922	60555	93805
3923	60571	93790
3924	60588	93776
3925	60602	93759
3926	60617	93743
3927	60631	93725
3928	60646	93709
3929	60661	93692
3930	60676	93677
3931	60692	93662
3932	60709	93649
3933	60724	93633
3934	60738	93615
3935	60752	93598
3936	60767	93581
3937	60780	93563
3938	60796	93548
3939	60810	93530
3940	60826	93516
3941	60841	93500
3942	60855	93482
3943	60871	93468
3944	60884	93448
3945	60898	93431
3946	60914	93417
3947	60931	93402
3948	60949	93391
3949	60968	93382
3950	60984	93367
3951	60999	93350
3952	61015	93337
3953	61029	93318
3954	61044	93302
3955	61060	93287
3956	61075	93271
3957	61091	93257
3958	61105	93240
3959	61120	93223
3960	61135	93208
3961	61151	93193
3962	61163	93173
3963	61180	93160
3964	61197	93146
3965	61212	93130
3966	61223	93108
3967	61233	93084
3968	61247	93067
3969	61263	93052
3970	61275	93031
3971	61289	93014
3972	61305	93000
3973	61320	92983
3974	61334	92965
3975	61349	92950
3976	61364	92934
3977	61379	92917
3978	61393	92900
3979	61409	92886
3980	61432	92881
3981	61448	92867
3982	61462	92849
3983	61479	92836
3984	61497	92824
3985	61512	92808
3986	61528	92793
3987	61542	92776
3988	61556	92759
3989	61571	92743
3990	61587	92729
3991	61601	92710
3992	61615	92693
3993	61632	92680
3994	61648	92665
3995	61663	92649
3996	61676	92630
3997	61692	92616
3998	61710	92603
3999	61725	92588
4000	61739	92570
4001	61755	92556
4002	61773	92544
4003	61790	92531
4004	61804	92514
4005	61820	92499
4006	61833	92480
4007	61846	92461
4008	61859	92442
4009	61875	92427
4010	61887	92407
4011	61903	92391
4012	61917	92375
4013	61933	92359
4014	61948	92344
4015	61963	92328
4016	61977	92310
4017	61993	92296
4018	62009	92280
4019	62025	92266
4020	62037	92246
4021	62054	92233
4022	62068	92215
4023	62084	92200
4024	62099	92184
4025	62113	92166
4026	62129	92152
4027	62146	92140
4028	62160	92122
4029	62173	92103
4030	62189	92089
4031	62205	92073
4032	62221	92059
4033	62239	92047
4034	62252	92029
4035	62269	92015
4036	62284	91999
4037	62301	91986
4038	62314	91967
4039	62329	91951
4040	62345	91936
4041	62360	91921
4042	62375	91904
4043	62389	91886
4044	62402	91867
4045	62424	91862
4046	62438	91845
4047	62453	91828
4048	62468	91813
4049	62483	91797
4050	62499	91782
4051	62515	91768
4052	62529	91749
4053	62543	91733
4054	62559	91717
4055	62575	91702
4056	62591	91688
4057	62607	91673
4058	62622	91657
4059	62637	91642
4060	62652	91625
4061	62667	91609
4062	62680	91591
4063	62696	91576
4064	62711	91560
4065	62728	91547
4066	62745	91533
4067	62760	91518
4068	62776	91503
4069	62795	91492
4070	62810	91476
4071	62826	91462
4072	62843	91448
4073	62858	91432
4074	62871	91414
4075	62889	91402
4076	62903	91384
4077	62921	91373
4078	62936	91357
4079	62947	91335
4080	62961	91317
4081	62976	91301
4082	62992	91287
4083	63006	91270
4084	63022	91255
4085	63036	91237
4086	63052	91223
4087	63068	91207
4088	63086	91197
4089	63102	91182
4090	63117	91166
4091	63132	91149
4092	63147	91133
4093	63162	91118
4094	63179	91104
4095	63197	91092
4096	63214	91080
4097	63229	91064
4098	63246	91050
4099	63261	91034
4100	63275	91017
4101	63289	90999
4102	63304	90983
4103	63318	90967
4104	63333	90950
4105	63347	90933
4106	63361	90914
4107	63377	90901
4108	63392	90884
4109	63410	90873
4110	63424	90855
4111	63439	90839
4112	63452	90820
4113	63465	90801
4114	63480	90784
4115	63496	90770
4116	63512	90756
4117	63526	90739
4118	63543	90725
4119	63562	90714
4120	63577	90699
4121	63592	90683
4122	63607	90666
4123	63623	90652
4124	63639	90637
4125	63653	90620
4126	63671	90608
4127	63684	90590
4128	63697	90571
4129	63714	90558
4130	63728	90540
4131	63742	90523
4132	63758	90508
4133	63773	90492
4134	63788	90476
4135	63805	90463
4136	63822	90449
4137	63836	90432
4138	63852	90418
4139	63867	90401
4140	63883	90386
4141	63896	90368
4142	63912	90354
4143	63925	90335
4144	63938	90315
4145	63950	90296
4146	63966	90281
4147	63979	90262
4148	63994	90246
4149	64010	90231
4150	64025	90215
4151	64041	90200
4152	64057	90186
4153	64075	90175
4154	64089	90157
4155	64103	90139
4156	64117	90122
4157	64130	90102
4158	64145	90086
4159	64159	90070
4160	64174	90053
4161	64188	90036
4162	64202	90019
4163	64217	90002
4164	64232	89986
4165	64247	89970
4166	64261	89953
4167	64275	89936
4168	64290	89919
4169	64305	89905
4170	64320	89888
4171	64336	89873
4172	64353	89860
4173	64370	89847
4174	64387	89834
4175	64403	89818
4176	64418	89804
4177	64433	89787
4178	64448	89771
4179	64463	89755
4180	64477	89737
4181	64493	89722
4182	64510	89710
4183	64526	89694
4184	64542	89680
4185	64556	89663
4186	64571	89647
4187	64587	89632
4188	64603	89617
4189	64615	89597
4190	64630	89582
4191	64642	89561
4192	64656	89544
4193	64670	89526
4194	64683	89508
4195	64700	89494
4196	64716	89480
4197	64732	89466
4198	64748	89451
4199	64763	89434
4200	64777	89418
4201	64793	89403
4202	64807	89386
4203	64824	89373
4204	64838	89355
4205	64851	89336
4206	64865	89319
4207	64881	89305
4208	64896	89288
4209	64911	89272
4210	64927	89257
4211	64941	89241
4212	64965	89236
4213	64979	89219
4214	64991	89199
4215	65007	89184
4216	65020	89165
4217	65033	89147
4218	65046	89129
4219	65062	89113
4220	65077	89097
4221	65091	89080
4222	65107	89066
4223	65120	89046
4224	65134	89029
4225	65152	89017
4226	65166	89000
